input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1,accept_rate_2,accept_rate_3,accept_rate_4,accept_rate_5
1082,0,1055,319,0.97,0.9413,0.879,0.8324,0.8373
1082,0,1048,318,0.98,0.9599,0.8862,0.8216,0.8
1082,0,1048,318,0.9836,0.9378,0.8941,0.8338,0.8029
1082,0,1050,318,0.9807,0.9428,0.8869,0.8367,0.8323
1082,0,1054,318,0.9807,0.9835,0.9162,0.8489,0.8179
1082,0,367,353,0.8899,0.8441,0.821,0.7779,0.7211
1082,0,364,348,0.9271,0.8834,0.8712,0.8223,0.7728
1083,0,331,317,0.945,0.9013,0.8626,0.8403,0.7663
1083,0,410,394,0.9149,0.8813,0.8361,0.7973,0.7183
1083,0,335,321,0.9314,0.8684,0.8375,0.8123,0.7269
1084,0,1046,317,0.9807,0.9557,0.8876,0.8238,0.8208
1084,0,368,354,0.9278,0.8856,0.8332,0.7937,0.7125
1084,0,1045,316,0.9757,0.9557,0.8998,0.8266,0.828
1084,0,1045,316,0.9828,0.9657,0.912,0.8223,0.8
1084,0,1045,316,0.9728,0.9607,0.9026,0.8453,0.833
1084,0,1045,316,0.9557,0.9528,0.9005,0.8474,0.8366
1084,0,373,357,0.9228,0.9034,0.8783,0.8417,0.7541
1084,0,1045,316,0.9643,0.9378,0.8955,0.8309,0.8272
1084,0,1045,316,0.9457,0.9349,0.9062,0.8481,0.8108
1084,0,1046,316,0.9807,0.9449,0.9234,0.8653,0.8315
1085,0,363,349,0.9257,0.8763,0.8253,0.7844,0.7477
1086,0,1036,316,0.9728,0.9256,0.8948,0.836,0.8308
1086,0,1034,314,0.97,0.9499,0.9034,0.8266,0.8186
1086,0,1038,318,0.965,0.9657,0.9334,0.8768,0.8452
1086,0,1044,315,0.9743,0.9492,0.8826,0.8288,0.8272
1086,0,1044,315,0.9693,0.9757,0.9162,0.841,0.838
1086,0,376,362,0.9214,0.8813,0.8089,0.7966,0.6989
1086,0,352,338,0.9064,0.8555,0.8246,0.7758,0.6925
1086,0,1036,316,0.9793,0.9828,0.9263,0.8352,0.8366
1087,0,343,325,0.9478,0.917,0.864,0.861,0.7814
1087,0,365,351,0.9214,0.8813,0.8296,0.8052,0.7577
1087,0,350,336,0.9107,0.8591,0.8253,0.8166,0.7312
1088,0,1032,312,0.975,0.9578,0.9005,0.8266,0.795
1088,0,1031,317,0.9707,0.9278,0.8984,0.8367,0.8208
1088,0,1028,314,0.9793,0.9535,0.9041,0.8216,0.7878
1088,0,1027,313,0.9664,0.9714,0.9306,0.8632,0.843
1088,0,344,332,0.9107,0.8534,0.8232,0.7994,0.7168
1088,0,1032,312,0.9678,0.9664,0.9112,0.8496,0.8552
1088,0,1026,312,0.9807,0.9328,0.9005,0.8252,0.8272
1088,0,1026,312,0.9793,0.9542,0.9112,0.851,0.8244
1088,0,1032,312,0.9743,0.9535,0.9048,0.8474,0.8272
1089,0,335,323,0.9285,0.8755,0.8346,0.8159,0.7341
1089,0,343,329,0.9221,0.8791,0.8461,0.7944,0.7283
1089,0,366,357,0.9028,0.8441,0.7903,0.7564,0.6738
1089,0,329,317,0.9257,0.8562,0.8361,0.788,0.7176
1089,0,383,369,0.935,0.8784,0.8368,0.8195,0.7376
1090,0,1030,310,0.9736,0.9571,0.9034,0.8395,0.8136
1090,0,1024,310,0.9693,0.9592,0.9205,0.8503,0.828
1090,0,1024,310,0.9836,0.9592,0.912,0.8517,0.848
1090,0,1024,310,0.9657,0.9778,0.942,0.8832,0.843
1090,0,598,310,0.935,0.8805,0.8547,0.8489,0.8065
1090,0,395,379,0.9321,0.8906,0.8533,0.8195,0.7348
1090,0,1024,310,0.9707,0.9757,0.9227,0.8524,0.8366
1090,0,1039,310,0.9807,0.9728,0.9141,0.8395,0.8208
1090,0,1024,310,0.9728,0.9621,0.9291,0.8388,0.8079
1091,0,336,318,0.9478,0.897,0.8783,0.813,0.7326
1091,0,352,338,0.9128,0.8691,0.8497,0.7787,0.7656
1091,0,332,315,0.9257,0.8856,0.8497,0.8102,0.7591
1091,0,328,310,0.9435,0.9092,0.8769,0.8417,0.7742
1091,0,343,329,0.9271,0.8777,0.8504,0.8209,0.7384
1091,0,328,314,0.9085,0.8569,0.8218,0.7851,0.7054
1092,0,327,313,0.9335,0.8934,0.8597,0.8446,0.7577
1092,0,1012,308,0.975,0.9607,0.8905,0.8417,0.838
1092,0,335,323,0.9171,0.8848,0.8597,0.8095,0.7556
1092,0,1012,308,0.9535,0.9356,0.9077,0.8496,0.8251
1092,0,370,357,0.9114,0.8627,0.8196,0.7851,0.729
1092,0,326,312,0.9257,0.867,0.8153,0.8023,0.6953
1092,0,346,333,0.9071,0.8598,0.8074,0.7708,0.6918
1092,0,1012,308,0.9492,0.9335,0.8855,0.8424,0.8351
1092,0,1013,309,0.9593,0.9471,0.9284,0.8245,0.8072
1092,0,1012,308,0.9764,0.9421,0.8991,0.8395,0.828
1094,0,1010,306,0.9743,0.9657,0.9098,0.8567,0.8423
1094,0,324,308,0.9578,0.9213,0.884,0.8424,0.7756
1094,0,1010,306,0.9736,0.9735,0.9041,0.836,0.7928
1094,0,1006,306,0.9793,0.9807,0.9091,0.8317,0.8151
1094,0,1006,306,0.9664,0.9521,0.8998,0.8474,0.8301
1095,0,454,438,0.94,0.8777,0.8504,0.8123,0.7168
1095,0,329,313,0.9392,0.8984,0.8454,0.8266,0.7448
1095,0,335,323,0.8999,0.8233,0.7817,0.7421,0.6588
1096,0,1003,305,0.9714,0.9399,0.9005,0.8309,0.8344
1096,0,1004,306,0.97,0.9499,0.9127,0.8567,0.853
1096,0,321,304,0.7741,0.784,0.7824,0.7751,0.7448
1096,0,1010,306,0.9535,0.9607,0.9112,0.861,0.8437
1096,0,1002,304,0.9807,0.975,0.9177,0.836,0.8179
1096,0,536,305,0.8413,0.8047,0.8053,0.8009,0.7792
1096,0,1002,304,0.9836,0.9778,0.9098,0.8345,0.8036
1096,0,1002,304,0.98,0.9893,0.9198,0.8395,0.8409
1096,0,1002,304,0.9728,0.9628,0.8984,0.8474,0.848
1097,0,348,336,0.8971,0.8598,0.8218,0.7923,0.714
1097,0,351,339,0.9035,0.8734,0.8325,0.8145,0.7176
1097,0,318,303,0.9464,0.8991,0.8511,0.8266,0.7649
1097,0,329,315,0.945,0.9142,0.796,0.7715,0.7434
1098,0,999,302,0.9814,0.9363,0.8962,0.7966,0.8036
1098,0,252,302,0.7977,0.8062,0.8046,0.7973,0.7692
1098,0,999,302,0.9335,0.9363,0.9134,0.8904,0.8452
1098,0,1003,305,0.9814,0.9828,0.9298,0.8424,0.8301
1098,0,999,302,0.9778,0.9514,0.9034,0.8403,0.8251
1098,0,337,323,0.9342,0.8641,0.8296,0.7822,0.714
1098,0,999,302,0.9757,0.9263,0.9098,0.846,0.8409
1098,0,999,302,0.98,0.9585,0.9077,0.8546,0.8387
1098,0,999,302,0.9843,0.9592,0.9026,0.8395,0.8237
1098,0,1000,302,0.9564,0.9635,0.9098,0.8617,0.8487
1098,0,1001,303,0.9771,0.9928,0.9263,0.8546,0.8373
1098,0,999,302,0.9614,0.9471,0.9084,0.8617,0.8459
1098,0,1007,310,0.9678,0.9514,0.8862,0.8309,0.8251
1098,0,344,330,0.9328,0.9013,0.8618,0.8181,0.7441
1098,0,999,302,0.9843,0.9564,0.9048,0.8496,0.8473
1098,0,999,302,0.9728,0.9535,0.9069,0.8446,0.8222
1099,0,347,335,0.9271,0.8884,0.8654,0.8173,0.7484
1099,0,343,327,0.9314,0.8805,0.8425,0.8266,0.7563
1099,0,329,315,0.94,0.9127,0.8726,0.8438,0.7613
1100,0,988,300,0.9736,0.9578,0.9062,0.8503,0.8294
1100,0,325,310,0.9249,0.8641,0.8304,0.7994,0.7211
1100,0,989,301,0.97,0.9549,0.9141,0.8489,0.8344
1100,0,988,300,0.9843,0.9735,0.9227,0.8553,0.8229
1100,0,1004,308,0.945,0.9435,0.9112,0.8696,0.843
1100,0,1000,302,0.98,0.9642,0.9069,0.8582,0.8487
1100,0,997,300,0.9764,0.985,0.9435,0.866,0.8695
1100,0,988,300,0.9836,0.9893,0.9298,0.8403,0.8337
1100,0,998,301,0.9786,0.9456,0.8984,0.8474,0.8423
1100,0,999,302,0.9728,0.9664,0.9091,0.851,0.8495
1105,0,348,334,0.9292,0.8863,0.8447,0.8023,0.7448
1107,0,310,299,0.9314,0.8698,0.8461,0.8044,0.7111
1107,0,351,339,0.9142,0.8562,0.8024,0.7787,0.6703
1108,0,330,318,0.9157,0.8619,0.8382,0.7908,0.7133
1109,0,339,327,0.9307,0.8927,0.8511,0.8066,0.7419
1109,0,330,318,0.9199,0.8748,0.8246,0.7872,0.7326
1110,0,324,310,0.9271,0.8827,0.8461,0.8266,0.7398
1110,0,304,290,0.95,0.9206,0.8819,0.8453,0.7742
1110,0,317,305,0.9185,0.8634,0.8196,0.8001,0.7204
1111,0,314,301,0.9157,0.8569,0.8311,0.7837,0.7111
1111,0,361,348,0.9235,0.8705,0.8296,0.8102,0.7484
1112,0,348,334,0.9385,0.9041,0.8855,0.8467,0.7835
1112,0,327,315,0.9157,0.8805,0.8368,0.8173,0.7219
1112,0,956,291,0.9628,0.9628,0.917,0.8646,0.8516
1113,0,326,312,0.9378,0.8991,0.8576,0.8166,0.7455
1114,0,942,286,0.9492,0.9492,0.9048,0.8789,0.8437
1114,0,555,288,0.8956,0.8741,0.8425,0.8281,0.7964
1114,0,343,329,0.9257,0.9049,0.8661,0.8374,0.7527
1114,0,952,287,0.9635,0.9664,0.9134,0.8617,0.8552
1114,0,303,290,0.9528,0.8805,0.8346,0.7923,0.747
1114,0,318,306,0.9185,0.8791,0.8354,0.7837,0.7025
1115,0,301,287,0.9242,0.8977,0.8669,0.8381,0.7706
1116,0,305,291,0.945,0.8934,0.869,0.8417,0.7649
1116,0,314,300,0.9392,0.9099,0.8783,0.8481,0.762
1116,0,934,284,0.9736,0.9485,0.8991,0.8374,0.8308
1116,0,305,289,0.9392,0.9027,0.8683,0.8374,0.7685
1116,0,636,284,0.9357,0.9177,0.8754,0.8596,0.833
1117,0,321,309,0.9214,0.877,0.8561,0.8044,0.7455
1117,0,303,291,0.9171,0.8627,0.8275,0.7923,0.7068
1117,0,353,343,0.8964,0.8112,0.7824,0.7299,0.7004
1118,0,352,338,0.9364,0.8755,0.8368,0.803,0.7226
1118,0,330,316,0.9485,0.8999,0.859,0.8338,0.7548
1118,0,342,330,0.8999,0.8455,0.796,0.7822,0.6882
1119,0,328,314,0.9221,0.8834,0.8354,0.8066,0.7412
1120,0,301,287,0.9392,0.8963,0.8518,0.8331,0.7656
1120,0,921,281,0.9593,0.9392,0.9091,0.856,0.8272
1120,0,304,292,0.9278,0.8834,0.8511,0.8159,0.7254
1121,0,307,295,0.9214,0.887,0.8504,0.8274,0.7627
1121,0,313,299,0.9414,0.9056,0.884,0.8467,0.7627
1121,0,332,321,0.9292,0.8712,0.8332,0.7837,0.714
1121,0,325,309,0.9335,0.8791,0.8604,0.8159,0.7577
1121,0,303,291,0.9535,0.8963,0.8525,0.813,0.7477
1122,0,914,278,0.9693,0.9592,0.932,0.8503,0.8294
1122,0,320,310,0.8985,0.8269,0.801,0.788,0.6975
1122,0,914,278,0.9435,0.922,0.9077,0.8567,0.8423
1122,0,301,289,0.9164,0.8763,0.8425,0.8116,0.7061
1122,0,352,340,0.8971,0.8591,0.821,0.7837,0.6889
1123,0,363,349,0.94,0.8741,0.8719,0.8245,0.7642
1123,0,300,286,0.9392,0.9034,0.8819,0.8467,0.8
1123,0,312,300,0.9292,0.8741,0.8504,0.8066,0.7427
1123,0,292,281,0.9221,0.8777,0.8604,0.8202,0.7405
1123,0,294,282,0.9314,0.8863,0.8754,0.8309,0.7556
1124,0,292,278,0.9278,0.8884,0.8704,0.8309,0.7849
1124,0,910,276,0.9507,0.9485,0.9162,0.8761,0.8595
1124,0,299,287,0.9135,0.8519,0.8067,0.798,0.7054
1124,0,912,276,0.945,0.9607,0.9234,0.8868,0.8616
1124,0,295,281,0.9328,0.8655,0.8554,0.808,0.7427
1124,0,912,276,0.9578,0.9635,0.9141,0.8668,0.8559
1124,0,345,332,0.9171,0.8763,0.8461,0.7887,0.7219
1125,0,306,294,0.9092,0.8619,0.8275,0.7643,0.7097
1125,0,331,321,0.9049,0.8519,0.8139,0.7801,0.6903
1125,0,337,323,0.9271,0.9041,0.8733,0.8274,0.7699
1125,0,319,307,0.9192,0.8526,0.8253,0.798,0.7068
1125,0,299,287,0.9321,0.8827,0.8425,0.7858,0.7154
1126,0,342,331,0.9014,0.8591,0.8196,0.7701,0.6982
1126,0,907,274,0.98,0.9506,0.9256,0.8696,0.8602
1126,0,317,300,0.9321,0.8834,0.8583,0.8317,0.7634
1126,0,290,278,0.955,0.9149,0.8647,0.8302,0.724
1126,0,908,275,0.9778,0.9843,0.9256,0.8718,0.8624
1126,0,908,274,0.9778,0.9642,0.9234,0.8746,0.8731
1126,0,907,274,0.9543,0.9635,0.9034,0.8474,0.8459
1126,0,319,305,0.945,0.907,0.8468,0.8095,0.7591
1127,0,307,297,0.9207,0.8848,0.8432,0.8087,0.7412
1127,0,428,410,0.9114,0.8677,0.8304,0.7808,0.7061
1128,0,299,287,0.935,0.8569,0.8146,0.7958,0.6896
1128,0,905,272,0.98,0.9757,0.9127,0.8524,0.8444
1128,0,302,290,0.8999,0.8684,0.8246,0.8023,0.7398
1128,0,309,297,0.9292,0.8891,0.8504,0.8195,0.7384
1128,0,280,273,0.8442,0.8155,0.8117,0.8009,0.7763
1128,0,896,272,0.9707,0.9478,0.9048,0.8617,0.8559
1128,0,896,272,0.9871,0.995,0.9499,0.8854,0.8652
1128,0,896,272,0.9836,0.9871,0.9492,0.8653,0.8437
1128,0,325,315,0.9235,0.8541,0.821,0.7937,0.7254
1128,0,899,275,0.9535,0.9499,0.9198,0.8825,0.8638
1130,0,336,324,0.9092,0.8677,0.8511,0.8123,0.7513
1130,0,890,272,0.9807,0.9521,0.8912,0.841,0.843
1130,0,306,290,0.9264,0.8913,0.8525,0.813,0.7462
1130,0,888,270,0.98,0.9635,0.9256,0.8718,0.8466
1130,0,302,290,0.9114,0.8677,0.8382,0.8001,0.7254
1130,0,890,272,0.9264,0.9392,0.9134,0.8625,0.8258
1131,0,297,285,0.9307,0.8856,0.8504,0.8209,0.7599
1131,0,314,302,0.9078,0.8419,0.811,0.7758,0.6961
1132,0,294,281,0.9457,0.8913,0.8554,0.8281,0.7412
1133,0,292,282,0.9099,0.8519,0.8261,0.7758,0.7118
1133,0,298,283,0.9299,0.902,0.8869,0.8481,0.805
1133,0,307,295,0.9507,0.8884,0.8661,0.8345,0.7885
1133,0,340,326,0.9335,0.8948,0.8654,0.8087,0.7419
1133,0,300,287,0.9235,0.8705,0.8332,0.7966,0.7183
1134,0,874,266,0.9657,0.97,0.917,0.8682,0.8638
1134,0,880,272,0.98,0.9793,0.9205,0.8474,0.8366
1134,0,286,274,0.9357,0.8863,0.8554,0.8116,0.7341
1134,0,298,286,0.9521,0.9278,0.8783,0.8474,0.7821
1134,0,874,266,0.9807,0.9478,0.9213,0.8725,0.8344
1134,0,882,274,0.965,0.9492,0.9091,0.8553,0.8366
1135,0,299,287,0.9335,0.8841,0.8497,0.7865,0.7462
1135,0,322,308,0.9328,0.9142,0.884,0.8589,0.7871
1135,0,279,265,0.9521,0.9077,0.8869,0.8574,0.7821
1136,0,868,264,0.98,0.975,0.9148,0.8489,0.8237
1136,0,868,264,0.9778,0.9607,0.9248,0.8768,0.853
1136,0,801,272,0.797,0.8076,0.8067,0.8001,0.7642
1136,0,868,264,0.9721,0.9578,0.9048,0.8574,0.8487
1136,0,309,299,0.9171,0.8763,0.8382,0.7951,0.7376
1136,0,286,274,0.9485,0.8906,0.8397,0.8138,0.7613
1136,0,400,387,0.8964,0.8605,0.8296,0.7679,0.6996
1137,0,343,331,0.8906,0.8119,0.7838,0.7199,0.6495
1137,0,275,263,0.945,0.9092,0.874,0.841,0.7756
1137,0,273,263,0.9392,0.8927,0.8554,0.8295,0.7269
1138,0,864,262,0.96,0.9599,0.9263,0.8804,0.8595
1138,0,864,262,0.9764,0.9807,0.9277,0.8689,0.8545
1138,0,864,262,0.9828,0.99,0.922,0.8646,0.8552
1138,0,310,298,0.9092,0.8584,0.8368,0.7837,0.7075
1138,0,864,262,0.9714,0.9671,0.9356,0.8646,0.8315
1138,0,864,262,0.9607,0.9428,0.917,0.8646,0.8538
1138,0,864,262,0.975,0.9542,0.9198,0.8725,0.8667
1138,0,864,262,0.9814,0.9599,0.9055,0.8646,0.8523
1138,0,866,264,0.9714,0.9592,0.9191,0.8603,0.8487
1139,0,273,261,0.9421,0.8834,0.844,0.8116,0.7262
1140,0,862,261,0.9564,0.9528,0.9134,0.8768,0.8559
1140,0,864,263,0.9786,0.9549,0.9184,0.8574,0.843
1140,0,313,303,0.9042,0.8398,0.8046,0.7672,0.6882
1140,0,862,261,0.9478,0.9557,0.9334,0.904,0.8659
1140,0,861,260,0.9771,0.9664,0.9084,0.8567,0.8495
1140,0,297,287,0.9385,0.902,0.8676,0.8195,0.7613
1140,0,862,260,0.9721,0.9785,0.927,0.8617,0.853
1140,0,863,262,0.9578,0.9614,0.912,0.8582,0.8416
1140,0,867,266,0.9721,0.9521,0.8962,0.861,0.8495
1140,0,861,260,0.9793,0.9514,0.9041,0.8553,0.8358
1140,0,290,278,0.9249,0.8805,0.844,0.8044,0.7384
1141,0,297,283,0.935,0.892,0.879,0.841,0.7728
1141,0,282,270,0.9321,0.8798,0.8533,0.8209,0.7541
1142,0,859,258,0.9664,0.9514,0.9263,0.8933,0.8602
1142,0,850,258,0.9707,0.9464,0.9184,0.8625,0.8401
1142,0,123,258,0.7999,0.8147,0.8117,0.8066,0.7771
1142,0,866,262,0.9492,0.9571,0.9069,0.8696,0.8509
1142,0,850,258,0.9743,0.9707,0.9513,0.8854,0.8559
1142,0,865,264,0.9514,0.9678,0.912,0.8797,0.8703
1142,0,859,258,0.9757,0.9678,0.9363,0.8897,0.8817
1142,0,850,258,0.9471,0.9557,0.9263,0.8868,0.8638
1142,0,850,258,0.9793,0.97,0.9277,0.8804,0.871
1142,0,851,259,0.98,0.9843,0.9248,0.8596,0.8416
1142,0,873,269,0.9621,0.9435,0.9034,0.8832,0.8444
1143,0,273,261,0.9507,0.9092,0.8991,0.8317,0.7498
1143,0,278,268,0.9285,0.8877,0.8554,0.8173,0.7627
1143,0,275,263,0.9321,0.882,0.8447,0.8052,0.7341
1143,0,267,257,0.9492,0.8863,0.8339,0.8102,0.7197
1144,0,843,257,0.9778,0.9642,0.9012,0.8739,0.8394
1144,0,842,256,0.9771,0.9664,0.9084,0.8689,0.8487
1144,0,842,256,0.9786,0.9642,0.9141,0.861,0.8473
1144,0,290,278,0.9328,0.8963,0.8597,0.8238,0.7355
1144,0,843,257,0.9736,0.9657,0.9291,0.8947,0.8753
1144,0,844,258,0.9807,0.9728,0.922,0.8496,0.8215
1144,0,842,256,0.9764,0.9635,0.9141,0.8625,0.8452
1144,0,848,256,0.9821,0.9871,0.9406,0.8825,0.8667
1144,0,848,256,0.9743,0.9456,0.9334,0.8854,0.8616
1144,0,297,286,0.9199,0.887,0.8454,0.8102,0.7376
1144,0,842,256,0.9821,0.9628,0.9026,0.8582,0.8509
1144,0,848,256,0.9621,0.9564,0.927,0.9011,0.8667
1144,0,842,256,0.98,0.9506,0.9148,0.8632,0.8351
1144,0,848,256,0.9435,0.9514,0.9213,0.8825,0.8552
1144,0,306,294,0.9385,0.8884,0.8933,0.8367,0.7677
1144,0,848,256,0.9571,0.9678,0.9277,0.8954,0.8717
1145,0,327,315,0.9271,0.8934,0.8561,0.8102,0.7642
1146,0,275,264,0.9242,0.8784,0.8397,0.798,0.7355
1146,0,289,277,0.9492,0.9106,0.8855,0.8546,0.7943
1146,0,840,254,0.9757,0.9764,0.9363,0.8732,0.8516
1146,0,840,254,0.9707,0.9657,0.9026,0.8653,0.8502
1146,0,840,254,0.9843,0.9707,0.9306,0.8811,0.8444
1146,0,840,254,0.97,0.9535,0.9191,0.8797,0.8559
1146,0,881,263,0.9814,0.9857,0.9807,0.9678,0.9312
1146,0,840,254,0.9535,0.9585,0.912,0.8804,0.8552
1146,0,273,263,0.935,0.8827,0.8504,0.8209,0.7735
1146,0,840,254,0.9814,0.9707,0.9427,0.8883,0.8624
1147,0,277,265,0.9378,0.9099,0.8712,0.8395,0.767
1147,0,305,293,0.9392,0.8791,0.8661,0.8223,0.747
1148,0,839,253,0.9857,0.9821,0.9155,0.8646,0.848
1148,0,324,312,0.9307,0.8734,0.8361,0.8023,0.7211
1148,0,830,254,0.9814,0.9692,0.917,0.8725,0.8373
1148,0,828,252,0.9807,0.99,0.9205,0.8524,0.8401
1148,0,828,252,0.9628,0.9499,0.9177,0.8782,0.8337
1148,0,846,254,0.9593,0.9492,0.9277,0.889,0.8444
1148,0,828,252,0.9814,0.99,0.9256,0.8646,0.8502
1148,0,834,258,0.98,0.9807,0.9198,0.8689,0.8416
1148,0,828,252,0.9814,0.9793,0.9112,0.8603,0.8409
1148,0,828,252,0.9721,0.9478,0.9141,0.861,0.8308
1148,0,269,260,0.9578,0.9163,0.8468,0.8453,0.7649
1148,0,828,252,0.9757,0.9692,0.9327,0.8961,0.8703
1148,0,828,252,0.9807,0.9707,0.9198,0.8632,0.8387
1149,0,270,259,0.9435,0.8999,0.8626,0.8281,0.7477
1149,0,274,262,0.9192,0.872,0.8189,0.8023,0.7341
1150,0,280,270,0.9128,0.872,0.8318,0.788,0.7326
1150,0,822,250,0.9671,0.98,0.9492,0.8897,0.8703
1150,0,314,300,0.9285,0.887,0.8325,0.8209,0.7362
1150,0,822,250,0.99,0.9871,0.9427,0.8689,0.8416
1150,0,828,252,0.9786,0.9492,0.9277,0.8761,0.8573
1150,0,822,250,0.9771,0.9886,0.9277,0.8789,0.8566
1150,0,822,250,0.9821,0.9721,0.9155,0.8625,0.8495
1150,0,306,295,0.9135,0.8798,0.8425,0.808,0.7326
1150,0,822,250,0.9778,0.9793,0.9205,0.8596,0.8466
1153,0,406,394,0.9128,0.8491,0.8082,0.7328,0.6659
1158,0,279,269,0.9214,0.8805,0.8568,0.8102,0.7563
1158,0,294,283,0.9392,0.9013,0.8583,0.8309,0.7505
1158,0,265,257,0.9049,0.8519,0.7903,0.76,0.6839
1159,0,470,453,0.8477,0.8083,0.7623,0.7128,0.6258
1159,0,285,275,0.9064,0.8641,0.8318,0.7686,0.7211
1159,0,339,329,0.9407,0.8956,0.8597,0.8331,0.762
1160,0,271,260,0.9257,0.8691,0.8268,0.7951,0.7183
1160,0,809,240,0.9614,0.97,0.9313,0.8883,0.8674
1161,0,282,271,0.9457,0.9056,0.8805,0.8532,0.7964
1161,0,258,247,0.9507,0.9092,0.889,0.8682,0.8093
1162,0,268,257,0.9249,0.8913,0.8654,0.8324,0.7613
1162,0,246,238,0.9299,0.8884,0.8497,0.8367,0.7548
1162,0,309,299,0.9392,0.8948,0.8754,0.8295,0.7677
1162,0,288,277,0.9335,0.882,0.8418,0.8023,0.7276
1163,0,272,260,0.9371,0.8984,0.8697,0.8302,0.7756
1163,0,285,273,0.9214,0.8712,0.8468,0.8138,0.7491
1164,0,124,236,0.8206,0.834,0.8289,0.8216,0.79
1164,0,776,236,0.965,0.9471,0.922,0.8847,0.8466
1164,0,316,306,0.8906,0.8283,0.8053,0.7779,0.709
1164,0,776,236,0.9821,0.9835,0.9392,0.8832,0.8602
1164,0,273,261,0.9571,0.9156,0.8733,0.8324,0.7584
1164,0,281,271,0.9264,0.8877,0.8404,0.8345,0.7534
1165,0,257,247,0.9528,0.8798,0.8475,0.8223,0.7269
1165,0,251,241,0.9378,0.8813,0.849,0.8138,0.7462
1165,0,260,248,0.9521,0.8906,0.8504,0.798,0.7484
1166,0,260,250,0.9328,0.882,0.8454,0.7937,0.7233
1166,0,772,234,0.97,0.9721,0.9334,0.8761,0.8602
1166,0,249,237,0.95,0.9134,0.8468,0.813,0.7613
1166,0,772,234,0.9828,0.9878,0.9277,0.8775,0.8473
1167,0,259,249,0.9114,0.8541,0.8046,0.7808,0.7075
1167,0,246,235,0.9392,0.9084,0.8819,0.8403,0.7627
1167,0,297,287,0.8985,0.8405,0.821,0.7822,0.7082
1167,0,248,237,0.9407,0.8884,0.844,0.8231,0.7505
1168,0,808,247,0.9664,0.9628,0.9399,0.8954,0.876
1168,0,769,232,0.9628,0.9542,0.9284,0.9069,0.8738
1168,0,258,246,0.9421,0.9041,0.8733,0.8159,0.7319
1168,0,301,291,0.94,0.8891,0.8397,0.8223,0.7247
1168,0,258,248,0.9228,0.8784,0.8432,0.813,0.7168
1168,0,267,255,0.9407,0.8863,0.8518,0.8223,0.7685
1169,0,251,239,0.9414,0.8934,0.8719,0.8388,0.767
1169,0,299,287,0.955,0.9063,0.8805,0.8231,0.7634
1169,0,279,269,0.9235,0.8727,0.8325,0.8073,0.7161
1169,0,309,299,0.9142,0.8498,0.8017,0.7779,0.7061
1170,0,257,247,0.9149,0.8491,0.8239,0.7858,0.7333
1170,0,240,230,0.9214,0.8741,0.8454,0.8059,0.7283
1170,0,295,283,0.9357,0.8798,0.8518,0.8095,0.7326
1170,0,761,233,0.9778,0.98,0.9248,0.8689,0.8387
1170,0,758,230,0.9764,0.9843,0.9334,0.8761,0.8495
1171,0,292,282,0.9257,0.8891,0.8504,0.8138,0.7276
1171,0,247,235,0.9428,0.8984,0.8747,0.8295,0.7563
1171,0,241,231,0.935,0.8906,0.8633,0.8352,0.7785
1172,0,750,228,0.9607,0.9521,0.9313,0.8997,0.8581
1172,0,292,281,0.9442,0.9049,0.869,0.8596,0.7505
1172,0,260,252,0.9285,0.8777,0.8382,0.7923,0.7082
1172,0,265,257,0.8978,0.8455,0.8225,0.7923,0.709
1172,0,278,268,0.9235,0.8734,0.8418,0.798,0.7161
1172,0,261,248,0.9421,0.8863,0.8475,0.8016,0.7892
1172,0,750,228,0.9736,0.97,0.9291,0.8933,0.8724
1173,0,263,253,0.9214,0.8906,0.8482,0.836,0.7348
1173,0,249,237,0.9485,0.9142,0.8826,0.8345,0.7778
1174,0,341,295,0.8964,0.8219,0.7595,0.6913,0.6817
1175,0,247,237,0.9342,0.8784,0.8661,0.8259,0.7556
1176,0,742,230,0.9528,0.9478,0.9248,0.8947,0.8495
1176,0,282,272,0.9271,0.8755,0.8389,0.8166,0.747
1176,0,252,242,0.945,0.902,0.8633,0.7901,0.7728
1177,0,235,223,0.9314,0.8941,0.8611,0.8352,0.7756
1177,0,235,223,0.9685,0.9349,0.9055,0.8675,0.79
1178,0,236,226,0.9428,0.9049,0.8769,0.856,0.7677
1178,0,730,222,0.9728,0.9692,0.9191,0.8739,0.8659
1178,0,734,226,0.9621,0.9657,0.9327,0.8947,0.8659
1178,0,272,261,0.9364,0.8834,0.8482,0.8345,0.7591
1179,0,261,249,0.9421,0.9185,0.8876,0.8503,0.7849
1179,0,237,227,0.9435,0.8898,0.8511,0.7858,0.7219
1179,0,282,272,0.9242,0.8634,0.8354,0.803,0.7176
1179,0,263,251,0.9342,0.8863,0.844,0.8066,0.7563
1179,0,275,267,0.9021,0.8376,0.8017,0.7693,0.6968
1180,0,728,220,0.9757,0.9578,0.9306,0.8933,0.8566
1180,0,726,220,0.9678,0.9728,0.9284,0.8847,0.8588
1180,0,728,222,0.9643,0.9735,0.9334,0.8961,0.8703
1180,0,726,220,0.985,0.9721,0.9306,0.8818,0.8767
1180,0,726,220,0.9728,0.9814,0.9413,0.899,0.8846
1181,0,346,335,0.9214,0.8763,0.8497,0.8087,0.7656
1181,0,249,239,0.9249,0.877,0.844,0.8216,0.7369
1181,0,324,312,0.9335,0.8999,0.8754,0.8446,0.7699
